key,Y,type,pos,age,games,tenure,peak_fwd,dv_fwd,pred_raw,b4,b2,b5_raw,b5_tap,asc,in_trainpool,pickless
daniel-connors,2011,ND,MID,23.0,27,5,52.5,0.0,104.99,93.22,72.92,104.99,94.41,0.67,1,0
daniel-connors,2012,ND,MID,24.0,29,6,52.5,0.0,93.7,82.57,61.18,93.7,80.04,0.58,1,0
jarryd-allen,2006,ND,SD,18.0,0,0,23.25,0.0,98.69,81.69,45.04,98.69,98.69,1.0,1,0
jarryd-allen,2007,ND,SD,19.0,0,1,23.25,0.0,98.69,84.95,57.04,98.69,98.69,1.0,1,0
jarryd-allen,2008,ND,SD,20.0,4,2,23.25,0.0,91.36,74.69,49.27,91.36,91.36,1.0,1,0
carl-peterson,2006,ND,SF,18.0,0,0,65.65,19.4,88.29,73.6,42.62,88.29,88.29,1.0,1,0
carl-peterson,2007,ND,SF,19.0,0,1,65.65,22.1,88.29,76.97,53.6,88.29,88.29,1.0,1,0
carl-peterson,2008,ND,SF,20.0,0,2,65.65,25.2,88.41,76.18,54.69,88.41,88.41,1.0,1,0
carl-peterson,2009,ND,SF,21.0,0,3,65.65,28.8,88.95,74.02,56.48,88.95,85.05,0.88,1,0
carl-peterson,2010,ND,SF,22.0,17,4,65.65,0.0,88.62,78.74,65.32,88.62,83.02,0.76,1,0
josh-hill,2006,ND,SF,18.0,0,0,74.52,461.3,88.29,73.6,43.64,88.29,88.29,1.0,1,0
josh-hill,2007,ND,SF,19.0,1,1,74.52,525.9,86.62,71.79,53.47,86.62,86.62,1.0,1,0
josh-hill,2008,ND,SF,20.0,19,2,74.52,425.0,97.71,90.43,77.69,97.71,97.71,1.0,1,0
josh-hill,2009,ND,SF,21.0,42,3,72.98,240.9,100.71,91.28,82.32,100.71,98.55,0.882,1,0
josh-hill,2010,ND,SF,22.0,54,4,69.98,223.6,93.52,86.64,75.59,93.52,89.22,0.76,1,0
josh-hill,2011,ND,SF,23.0,66,5,69.5,231.8,86.94,78.93,70.31,86.94,81.45,0.67,1,0
josh-hill,2012,ND,SF,24.0,88,6,69.5,92.7,86.56,83.17,72.11,86.56,80.49,0.58,1,0
josh-hill,2013,ND,SF,25.0,108,7,65.6,70.6,81.89,75.07,68.11,81.89,75.28,0.52,1,0
josh-hill,2014,ND,SF,26.0,117,8,63.64,79.3,70.91,66.24,61.98,70.91,66.09,0.46,1,0
josh-hill,2015,ND,SF,27.0,139,9,63.64,13.8,78.3,72.63,66.41,78.3,71.17,0.4,1,0
josh-hill,2016,ND,SF,28.0,161,10,60.93,5.2,69.5,63.84,60.31,69.5,63.99,0.4,1,0
josh-hill,2017,ND,SF,29.0,173,11,60.0,0.0,68.81,59.42,56.2,68.81,61.25,0.4,1,0
isaac-weetra,2006,ND,SD,18.0,0,0,20.5,0.0,96.11,81.65,38.33,96.11,96.11,1.0,1,0
isaac-weetra,2007,ND,SD,19.0,0,1,20.5,0.0,96.11,85.02,56.9,96.11,96.11,1.0,1,0
isaac-weetra,2008,ND,SD,20.0,2,2,20.5,0.0,91.76,81.21,54.58,91.76,91.76,1.0,1,0
tyson-goldsack,2006,ND,SD,18.0,0,0,70.65,99.7,96.11,81.65,38.33,96.11,96.11,1.0,1,0
tyson-goldsack,2007,ND,SD,19.0,17,1,70.65,49.9,108.67,104.24,85.32,108.67,108.67,1.0,1,0
tyson-goldsack,2008,ND,SD,20.0,33,2,67.64,56.8,99.48,94.48,70.54,99.48,99.48,1.0,1,0
tyson-goldsack,2009,ND,SD,21.0,45,3,67.64,63.8,99.39,93.46,71.97,99.39,96.1,0.88,1,0
tyson-goldsack,2010,ND,SD,22.0,56,4,67.64,72.6,89.93,85.31,68.66,89.93,84.83,0.76,1,0
tyson-goldsack,2011,ND,SD,23.0,69,5,67.64,82.5,83.19,80.35,64.55,83.19,77.04,0.67,1,0
tyson-goldsack,2012,ND,SD,24.0,91,6,67.64,91.5,81.99,80.41,68.59,81.99,76.36,0.58,1,0
tyson-goldsack,2013,ND,SD,25.0,104,7,67.64,61.8,82.41,78.37,68.49,82.41,75.73,0.52,1,0
tyson-goldsack,2014,ND,SD,26.0,124,8,67.43,66.7,78.92,77.14,67.97,78.92,73.01,0.46,1,0
tyson-goldsack,2015,ND,SD,27.0,137,9,68.15,7.8,80.36,77.72,68.84,80.36,73.45,0.4,1,0
tyson-goldsack,2016,ND,SD,28.0,141,10,67.75,5.8,79.32,75.19,65.41,79.32,70.97,0.4,1,0
tyson-goldsack,2017,ND,SD,29.0,161,11,67.75,0.1,79.63,73.69,64.48,79.63,70.54,0.4,1,0
tyson-goldsack,2018,ND,SD,30.0,165,12,56.0,0.0,75.57,67.08,58.93,75.57,65.59,0.4,1,0
nick-gill,2006,ND,KPF,18.0,0,0,64.35,219.1,93.01,84.0,21.11,93.01,93.01,1.0,1,0
nick-gill,2007,ND,KPF,19.0,7,1,64.35,3.2,96.39,87.21,62.97,96.39,96.39,1.0,1,0
nick-gill,2008,ND,KPF,20.0,16,2,54.56,0.0,97.94,89.55,66.99,97.94,97.94,1.0,1,0
nick-gill,2009,ND,KPF,21.0,17,3,41.0,0.0,98.18,85.13,64.59,98.18,94.15,0.88,1,0
peter-faulks-1,2006,ND,MID,18.0,0,0,48.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
peter-faulks-1,2007,ND,MID,19.0,0,1,48.0,0.1,112.82,94.86,66.85,112.82,112.82,1.0,1,0
peter-faulks-1,2008,ND,MID,20.0,0,2,48.0,0.1,103.9,91.12,61.06,103.9,103.9,1.0,1,0
peter-faulks-1,2009,ND,MID,21.0,0,3,48.0,0.1,105.0,90.59,64.4,105.0,100.13,0.88,1,0
peter-faulks-1,2010,ND,MID,22.0,0,4,48.0,0.1,99.77,89.64,66.0,99.77,91.66,0.76,1,0
peter-faulks-1,2011,ND,MID,23.0,2,5,48.0,0.1,97.72,88.65,64.57,97.72,86.78,0.67,1,0
peter-faulks-1,2012,ND,MID,24.0,2,6,48.0,0.1,93.89,85.44,62.91,93.89,80.88,0.58,1,0
peter-faulks-1,2013,ND,MID,25.0,3,7,48.0,0.0,84.56,76.08,52.47,84.56,69.15,0.52,1,0
malcolm-lynch,2006,ND,MID,18.0,0,0,17.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
malcolm-lynch,2007,ND,MID,19.0,2,1,17.0,0.0,106.83,90.17,57.76,106.83,106.83,1.0,1,0
joe-anderson,2006,ND,SD,18.0,0,0,62.2,0.7,108.91,98.01,61.68,108.91,108.91,1.0,1,0
joe-anderson,2007,ND,SD,19.0,5,1,62.2,0.8,105.45,89.67,67.91,105.45,105.45,1.0,1,0
joe-anderson,2008,ND,SD,20.0,9,2,62.2,0.9,100.12,87.8,63.13,100.12,100.12,1.0,1,0
joe-anderson,2009,ND,SD,21.0,12,3,62.2,0.7,100.59,83.75,58.09,100.59,95.49,0.88,1,0
joe-anderson,2010,ND,SD,22.0,17,4,62.2,0.0,93.83,80.35,60.36,93.83,85.8,0.76,1,0
ben-warren,2006,ND,SF,18.0,0,0,50.71,3.3,97.91,83.99,50.25,97.91,97.91,1.0,1,0
ben-warren,2007,ND,SF,19.0,0,1,50.71,3.7,97.91,85.19,61.5,97.91,97.91,1.0,1,0
ben-warren,2008,ND,SF,20.0,0,2,50.71,4.3,92.12,82.31,59.64,92.12,92.12,1.0,1,0
ben-warren,2009,ND,SF,21.0,9,3,50.71,4.8,85.02,67.54,49.52,85.02,80.76,0.88,1,0
ben-warren,2010,ND,SF,22.0,25,4,57.75,2.7,83.95,78.2,60.08,83.95,78.22,0.76,1,0
ben-warren,2011,ND,SF,23.0,28,5,62.0,3.1,76.79,65.29,53.12,76.79,68.98,0.67,1,0
ben-warren,2012,ND,SF,24.0,29,6,62.0,0.0,72.53,67.2,49.84,72.53,63.0,0.58,1,0
sam-sheldon,2006,ND,MID,18.0,0,0,48.65,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
sam-sheldon,2007,ND,MID,19.0,0,1,48.65,0.0,112.82,94.86,66.85,112.82,112.82,1.0,1,0
sam-sheldon,2008,ND,MID,20.0,0,2,48.65,0.0,103.9,91.12,61.06,103.9,103.9,1.0,1,0
sam-sheldon,2009,ND,MID,21.0,19,3,48.65,0.0,96.78,83.76,51.01,96.78,91.29,0.88,1,0
sam-sheldon,2010,ND,MID,22.0,24,4,54.88,0.0,89.95,77.53,47.09,89.95,79.66,0.76,1,0
sam-sheldon,2011,ND,MID,23.0,40,5,54.88,0.0,89.63,81.63,57.52,89.63,79.03,0.67,1,0
sam-sheldon,2012,ND,MID,24.0,43,6,41.33,0.0,82.73,78.25,49.31,82.73,68.7,0.58,1,0
justin-westhoff,2006,ND,KPF,20.0,0,0,97.9,2372.1,99.57,90.39,71.26,99.57,99.57,1.0,1,0
justin-westhoff,2007,ND,KPF,21.0,16,1,97.9,2609.9,101.7,92.99,75.64,101.7,98.57,0.88,1,0
justin-westhoff,2008,ND,KPF,22.0,37,2,97.9,2941.5,92.8,87.74,72.27,92.8,87.88,0.76,1,0
justin-westhoff,2009,ND,KPF,23.0,50,3,97.9,3338.1,88.88,83.86,70.79,88.88,82.91,0.67,1,0
justin-westhoff,2010,ND,KPF,24.0,69,4,97.9,3456.3,95.91,92.63,78.97,95.91,88.85,0.583,1,0
justin-westhoff,2011,ND,KPF,25.0,89,5,97.9,3431.7,100.46,98.83,85.29,100.46,94.39,0.6,1,0
justin-westhoff,2012,ND,KPF,26.0,111,6,97.9,3440.2,101.96,97.72,87.32,101.96,95.66,0.57,1,0
justin-westhoff,2013,ND,KPF,27.0,134,7,97.9,2962.1,107.55,107.86,97.19,107.86,104.45,0.68,1,0
justin-westhoff,2014,ND,KPF,28.0,159,8,95.52,2618.8,102.73,101.89,94.75,102.73,100.15,0.677,1,0
justin-westhoff,2015,ND,KPF,29.0,181,9,94.25,2113.4,103.03,99.24,94.09,103.03,100.42,0.708,1,0
justin-westhoff,2016,ND,KPF,30.0,203,10,91.1,1803.9,96.9,96.36,91.48,96.9,94.97,0.644,1,0
justin-westhoff,2017,ND,KPF,31.0,226,11,89.42,1406.1,94.23,90.02,89.19,94.23,92.37,0.631,1,0
justin-westhoff,2018,ND,KPF,32.0,248,12,83.75,545.8,99.64,97.0,91.91,99.64,97.66,0.743,1,0
justin-westhoff,2019,ND,KPF,33.0,268,13,75.02,158.7,95.39,93.19,82.57,95.39,90.55,0.622,1,0
andrew-collins-1,2006,ND,MID,18.0,0,0,64.8,7.5,112.82,94.9,52.22,112.82,112.82,1.0,1,0
andrew-collins-1,2007,ND,MID,19.0,0,1,64.8,8.6,112.82,94.86,66.85,112.82,112.82,1.0,1,0
andrew-collins-1,2008,ND,MID,20.0,0,2,64.8,9.8,103.9,91.12,61.06,103.9,103.9,1.0,1,0
andrew-collins-1,2009,ND,MID,21.0,10,3,64.8,4.9,109.62,93.28,68.6,109.62,104.69,0.88,1,0
andrew-collins-1,2010,ND,MID,22.0,25,4,62.5,1.6,107.17,97.4,73.07,107.17,98.99,0.76,1,0
andrew-collins-1,2011,ND,MID,23.0,27,5,57.0,1.8,93.29,83.2,60.91,93.29,82.6,0.67,1,0
andrew-collins-1,2012,ND,MID,24.0,36,6,57.0,0.0,86.41,80.19,58.47,86.41,74.68,0.58,1,0
paul-o-shea,2006,ND,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
calib-mourish,2006,ND,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
bryce-campbell,2006,ND,SF,18.0,0,0,37.86,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
bryce-campbell,2007,ND,SF,19.0,1,1,37.86,0.0,96.2,85.26,58.14,96.2,96.2,1.0,1,0
bryce-campbell,2008,ND,SF,20.0,8,2,37.86,0.0,86.4,74.49,55.94,86.4,86.4,1.0,1,0
jesse-white,2006,ND,KPF,18.0,0,0,70.73,220.3,105.48,97.39,61.85,105.48,105.48,1.0,1,0
jesse-white,2007,ND,KPF,19.0,0,1,70.73,251.2,105.48,97.35,76.94,105.48,105.48,1.0,1,0
jesse-white,2008,ND,KPF,20.0,2,2,70.73,286.3,95.83,86.33,61.55,95.83,95.83,1.0,1,0
jesse-white,2009,ND,KPF,21.0,20,3,70.73,326.4,97.08,84.6,65.36,97.08,93.27,0.88,1,0
jesse-white,2010,ND,KPF,22.0,40,4,70.73,372.0,86.74,78.7,60.78,86.74,80.51,0.76,1,0
jesse-white,2011,ND,KPF,23.0,53,5,70.73,422.7,82.44,76.83,62.6,82.44,75.89,0.67,1,0
jesse-white,2012,ND,KPF,24.0,56,6,70.73,459.7,77.94,73.84,58.38,77.94,69.73,0.58,1,0
jesse-white,2013,ND,KPF,25.0,71,7,70.73,332.0,84.38,79.88,68.87,84.38,76.93,0.52,1,0
jesse-white,2014,ND,KPF,26.0,89,8,67.86,344.6,76.48,72.83,65.22,76.48,70.4,0.46,1,0
jesse-white,2015,ND,KPF,27.0,107,9,70.96,253.1,80.58,76.79,69.86,80.58,74.15,0.4,1,0
jesse-white,2016,ND,KPF,28.0,123,10,73.81,2.9,84.77,78.89,71.93,84.77,77.07,0.4,1,0
jesse-white,2017,ND,KPF,29.0,127,11,55.5,0.0,81.53,75.03,63.58,81.53,70.76,0.4,1,0
james-thomson,2006,ND,KPF,18.0,0,0,0.0,0.0,105.48,97.39,61.85,105.48,105.48,1.0,1,0
ryan-williams,2006,ND,KPD,18.0,0,0,19.5,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
ryan-williams,2007,ND,KPD,19.0,0,1,19.5,0.0,103.09,97.58,79.88,103.09,103.09,1.0,1,0
ryan-williams,2008,ND,KPD,20.0,2,2,19.5,0.0,92.05,85.13,63.58,92.05,92.05,1.0,1,0
sam-jacobs,2006,RD,RUCK,18.0,0,0,107.23,1826.2,115.06,103.63,54.35,115.06,115.06,1.0,1,0
sam-jacobs,2007,RD,RUCK,19.0,0,1,107.23,2081.8,115.06,104.01,74.36,115.06,115.06,1.0,1,0
sam-jacobs,2008,RD,RUCK,20.0,0,2,107.23,2373.3,110.94,99.7,72.41,110.94,110.94,1.0,1,0
sam-jacobs,2009,RD,RUCK,21.0,4,3,107.23,2705.5,112.45,96.08,71.66,112.45,107.55,0.88,1,0
sam-jacobs,2010,RD,RUCK,22.0,17,4,107.23,3020.5,114.68,101.65,86.21,114.68,107.85,0.76,1,0
sam-jacobs,2011,RD,RUCK,23.0,36,5,107.23,2956.2,124.14,116.86,104.76,124.14,118.92,0.731,1,0
sam-jacobs,2012,RD,RUCK,24.0,60,6,107.23,2705.3,125.9,121.24,112.93,125.9,122.36,0.727,1,0
sam-jacobs,2013,RD,RUCK,25.0,82,7,106.62,2803.5,115.43,111.42,99.65,115.43,108.84,0.583,1,0
sam-jacobs,2014,RD,RUCK,26.0,104,8,106.62,1907.1,129.31,123.66,114.65,129.31,126.15,0.784,1,0
sam-jacobs,2015,RD,RUCK,27.0,127,9,100.26,1266.5,124.88,120.63,110.78,124.88,121.34,0.749,1,0
sam-jacobs,2016,RD,RUCK,28.0,149,10,93.86,1087.0,108.95,102.06,91.55,108.95,100.96,0.541,1,0
sam-jacobs,2017,RD,RUCK,29.0,174,11,92.48,626.2,109.21,106.26,93.56,109.21,102.8,0.591,1,0
sam-jacobs,2018,RD,RUCK,30.0,196,12,90.12,470.3,103.03,97.06,83.59,103.03,92.58,0.462,1,0
sam-jacobs,2019,RD,RUCK,31.0,201,13,96.29,431.0,101.34,91.7,76.94,101.34,87.51,0.433,1,0
dean-dick,2006,RD,SD,18.0,0,0,0.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
leigh-adams,2006,RD,MID,18.0,0,0,85.96,691.2,112.82,94.9,52.22,112.82,112.82,1.0,1,0
leigh-adams,2007,RD,MID,19.0,2,1,85.96,788.0,113.72,93.99,59.46,113.72,113.72,1.0,1,0
leigh-adams,2008,RD,MID,20.0,2,2,85.96,898.3,105.68,91.85,59.24,105.68,105.68,1.0,1,0
leigh-adams,2009,RD,MID,21.0,8,3,85.96,968.0,108.98,95.04,67.83,108.98,104.05,0.88,1,0
leigh-adams,2010,RD,MID,22.0,23,4,85.96,867.4,118.06,107.22,86.5,118.06,110.54,0.762,1,0
leigh-adams,2011,RD,MID,23.0,44,5,84.02,626.2,120.06,110.82,97.34,120.06,113.44,0.709,1,0
leigh-adams,2012,RD,MID,24.0,62,6,74.51,294.7,109.99,105.43,89.82,109.99,101.55,0.582,1,0
leigh-adams,2013,RD,MID,25.0,82,7,70.41,8.0,106.58,99.16,84.42,106.58,95.95,0.52,1,0
leigh-adams,2014,RD,MID,26.0,104,8,61.36,0.0,83.76,78.93,67.17,83.76,74.8,0.46,1,0
alex-lee,2006,RD,SD,18.0,0,0,0.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
brett-collins,2006,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
joel-reynolds,2006,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
tasman-clingan,2006,RD,SD,18.0,0,0,0.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
clinton-jones,2006,RD,MID,22.0,0,0,80.21,263.7,91.67,78.06,49.36,91.67,81.51,0.76,1,0
clinton-jones,2007,RD,MID,23.0,6,1,80.21,300.7,86.07,75.08,40.36,86.07,70.98,0.67,1,0
clinton-jones,2008,RD,MID,24.0,26,2,80.21,304.2,95.77,89.96,68.63,95.77,84.37,0.58,1,0
clinton-jones,2009,RD,MID,25.0,50,3,80.21,298.7,98.88,90.82,77.55,98.88,88.64,0.52,1,0
clinton-jones,2010,RD,MID,26.0,74,4,80.21,168.0,103.09,94.69,81.66,103.09,91.52,0.46,1,0
clinton-jones,2011,RD,MID,27.0,97,5,77.72,154.4,102.66,94.76,81.05,102.66,89.7,0.4,1,0
clinton-jones,2012,RD,MID,28.0,114,6,75.6,125.0,98.88,94.24,79.16,98.88,87.05,0.4,1,0
clinton-jones,2013,RD,MID,29.0,133,7,75.13,4.7,100.25,92.29,79.04,100.25,87.52,0.4,1,0
clinton-jones,2014,RD,MID,30.0,149,8,68.94,0.0,87.61,79.81,64.81,87.61,73.93,0.4,1,0
sharrod-wellingham,2006,RD,MID,18.0,0,0,77.97,254.9,112.82,94.9,52.22,112.82,112.82,1.0,1,0
sharrod-wellingham,2007,RD,MID,19.0,0,1,77.97,290.5,112.82,94.86,66.85,112.82,112.82,1.0,1,0
sharrod-wellingham,2008,RD,MID,20.0,12,2,77.97,331.0,108.14,96.57,69.71,108.14,108.14,1.0,1,0
sharrod-wellingham,2009,RD,MID,21.0,28,3,77.97,376.3,107.04,98.82,73.64,107.04,103.03,0.88,1,0
sharrod-wellingham,2010,RD,MID,22.0,52,4,77.97,392.0,110.65,103.74,88.13,110.65,105.24,0.76,1,0
sharrod-wellingham,2011,RD,MID,23.0,72,5,77.84,413.7,108.13,100.64,83.62,108.13,100.04,0.67,1,0
sharrod-wellingham,2012,RD,MID,24.0,92,6,77.28,324.0,109.98,103.55,86.59,109.98,100.15,0.58,1,0
sharrod-wellingham,2013,RD,MID,25.0,102,7,73.28,206.3,104.32,93.62,80.68,104.32,92.97,0.52,1,0
sharrod-wellingham,2014,RD,MID,26.0,115,8,69.88,228.1,90.06,86.45,72.45,90.06,80.55,0.46,1,0
sharrod-wellingham,2015,RD,MID,27.0,139,9,67.63,2.3,99.46,89.08,75.8,99.46,85.27,0.4,1,0
sharrod-wellingham,2016,RD,MID,28.0,158,10,63.0,1.2,83.92,75.37,64.86,83.92,72.49,0.4,1,0
sharrod-wellingham,2017,RD,MID,29.0,171,11,63.0,0.0,78.13,68.96,58.16,78.13,66.15,0.4,1,0
gavin-hughes,2006,RD,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
daniel-hayes,2006,RD,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
chris-smith,2006,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
andrew-mcintyre,2006,RD,KPF,18.0,0,0,0.0,0.0,105.48,97.39,61.85,105.48,105.48,1.0,1,0
nick-smith-1,2006,RD,SD,18.0,0,0,71.99,33.2,108.91,98.01,61.68,108.91,108.91,1.0,1,0
nick-smith-1,2007,RD,SD,19.0,0,1,71.99,37.9,108.91,97.97,76.77,108.91,108.91,1.0,1,0
nick-smith-1,2008,RD,SD,20.0,2,2,71.99,43.2,98.97,88.0,62.74,98.97,98.97,1.0,1,0
nick-smith-1,2009,RD,SD,21.0,13,3,71.99,48.9,100.82,86.47,65.61,100.82,96.6,0.88,1,0
nick-smith-1,2010,RD,SD,22.0,29,4,71.99,55.6,96.8,86.77,68.07,96.8,89.91,0.76,1,0
nick-smith-1,2011,RD,SD,23.0,52,5,71.99,51.2,95.8,89.28,75.33,95.8,89.05,0.67,1,0
nick-smith-1,2012,RD,SD,24.0,74,6,71.18,52.7,91.38,86.87,73.91,91.38,84.04,0.58,1,0
nick-smith-1,2013,RD,SD,25.0,98,7,70.36,57.5,86.78,78.63,68.6,86.78,78.06,0.52,1,0
nick-smith-1,2014,RD,SD,26.0,121,8,70.07,39.3,86.46,80.92,73.47,86.46,79.44,0.46,1,0
nick-smith-1,2015,RD,SD,27.0,142,9,66.75,2.5,87.06,81.83,75.34,87.06,80.03,0.4,1,0
nick-smith-1,2016,RD,SD,28.0,167,10,60.57,0.9,80.21,73.29,67.23,80.21,72.42,0.4,1,0
nick-smith-1,2017,RD,SD,29.0,191,11,58.88,1.0,70.9,61.1,54.88,70.9,61.29,0.4,1,0
nick-smith-1,2018,RD,SD,30.0,211,12,62.3,0.0,74.23,65.3,57.34,74.23,64.09,0.4,1,0
jamie-mcnamara,2006,RD,SD,18.0,0,0,62.86,1.5,108.91,98.01,61.68,108.91,108.91,1.0,1,0
jamie-mcnamara,2007,RD,SD,19.0,2,1,62.86,1.7,108.59,97.98,72.58,108.59,108.59,1.0,1,0
jamie-mcnamara,2008,RD,SD,20.0,13,2,62.86,0.2,106.22,97.33,76.68,106.22,106.22,1.0,1,0
jamie-mcnamara,2009,RD,SD,21.0,19,3,60.17,0.0,100.9,89.6,67.3,100.9,96.87,0.88,1,0
michael-jamison,2006,RD,KPD,20.0,0,0,64.16,210.2,97.65,90.86,74.34,97.65,97.65,1.0,1,0
michael-jamison,2007,RD,KPD,21.0,5,1,64.16,83.3,96.96,86.39,73.73,96.96,94.17,0.88,1,0
michael-jamison,2008,RD,KPD,22.0,21,2,64.16,92.4,87.58,81.14,65.51,87.58,82.28,0.76,1,0
michael-jamison,2009,RD,KPD,23.0,34,3,64.16,105.3,79.37,74.81,58.16,79.37,72.37,0.67,1,0
michael-jamison,2010,RD,KPD,24.0,57,4,64.16,119.9,67.44,64.44,53.61,67.44,61.63,0.58,1,0
michael-jamison,2011,RD,KPD,25.0,71,5,64.16,53.6,74.51,72.36,63.68,74.51,69.31,0.52,1,0
michael-jamison,2012,RD,KPD,26.0,87,6,61.58,51.0,71.93,70.56,62.36,71.93,66.77,0.46,1,0
michael-jamison,2013,RD,KPD,27.0,111,7,57.38,20.0,74.36,69.79,63.18,74.36,67.65,0.4,1,0
michael-jamison,2014,RD,KPD,28.0,131,8,54.21,0.2,73.15,67.28,61.38,73.15,66.09,0.4,1,0
michael-jamison,2015,RD,KPD,29.0,145,9,46.57,0.0,66.8,59.89,49.17,66.8,56.22,0.4,1,0
michael-jamison,2016,RD,KPD,30.0,150,10,41.6,0.0,66.12,59.51,47.93,66.12,55.2,0.4,1,0
danny-chartres,2006,RD,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
ben-hughes,2006,RD,SD,18.0,0,0,0.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
scott-clouston,2006,RD,SD,18.0,0,0,39.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
scott-clouston,2007,RD,SD,19.0,0,1,39.0,0.0,108.91,97.97,76.77,108.91,108.91,1.0,1,0
scott-clouston,2008,RD,SD,20.0,2,2,39.0,0.0,102.22,91.99,66.96,102.22,102.22,1.0,1,0
gavin-grose,2006,RD,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
matthew-suckling,2006,RD,SD,18.0,0,0,86.78,458.3,108.91,98.01,61.68,108.91,108.91,1.0,1,0
matthew-suckling,2007,RD,SD,19.0,0,1,86.78,522.5,108.91,97.97,76.77,108.91,108.91,1.0,1,0
matthew-suckling,2008,RD,SD,20.0,0,2,86.78,595.6,102.54,91.23,71.23,102.54,102.54,1.0,1,0
matthew-suckling,2009,RD,SD,21.0,1,3,86.78,678.9,100.09,87.86,65.27,100.09,95.91,0.88,1,0
matthew-suckling,2010,RD,SD,22.0,6,4,86.78,773.8,92.09,82.55,60.93,92.09,84.61,0.76,1,0
matthew-suckling,2011,RD,SD,23.0,29,5,86.78,638.9,110.69,102.86,85.12,110.69,102.28,0.671,1,0
matthew-suckling,2012,RD,SD,24.0,54,6,85.44,586.0,106.91,102.9,86.63,106.91,98.39,0.58,1,0
matthew-suckling,2013,RD,SD,25.0,54,7,84.78,668.1,104.52,97.21,80.6,104.52,93.04,0.52,1,0
matthew-suckling,2014,RD,SD,26.0,77,8,84.78,675.5,97.5,93.63,79.29,97.5,87.67,0.46,1,0
matthew-suckling,2015,RD,SD,27.0,102,9,84.78,749.2,90.37,83.12,75.26,90.37,81.3,0.4,1,0
matthew-suckling,2016,RD,SD,28.0,119,10,84.78,629.0,90.57,84.79,74.53,90.57,80.94,0.4,1,0
matthew-suckling,2017,RD,SD,29.0,141,11,84.78,617.3,90.44,87.08,74.7,90.44,81.0,0.4,1,0
matthew-suckling,2018,RD,SD,30.0,152,12,74.96,244.4,96.08,90.02,77.71,96.08,85.34,0.415,1,0
matthew-suckling,2019,RD,SD,31.0,171,13,66.67,0.0,95.44,89.49,74.34,95.44,83.45,0.432,1,0
liam-bedford-2,2006,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
jake-king,2006,RD,SD,22.0,0,0,77.48,397.2,92.12,80.19,62.89,92.12,85.1,0.76,1,0
jake-king,2007,RD,SD,23.0,19,1,77.48,368.7,101.24,93.36,76.89,101.24,93.2,0.67,1,0
jake-king,2008,RD,SD,24.0,33,2,74.05,54.6,105.86,101.38,81.54,105.86,96.13,0.6,1,0
jake-king,2009,RD,SD,25.0,41,3,66.33,61.9,94.63,86.07,73.79,94.63,84.63,0.52,1,0
jake-king,2010,RD,SD,26.0,56,4,66.33,66.1,87.11,81.64,69.87,87.11,77.8,0.46,1,0
jake-king,2011,RD,SD,27.0,75,5,64.63,47.6,86.13,80.31,70.71,86.13,76.88,0.4,1,0
jake-king,2012,RD,SD,28.0,87,6,64.41,44.8,79.03,72.66,63.78,79.03,69.88,0.4,1,0
jake-king,2013,RD,SD,29.0,105,7,67.33,0.0,81.26,73.27,64.1,81.26,70.96,0.4,1,0
jake-king,2014,RD,SD,30.0,107,8,37.0,0.0,77.04,66.87,58.06,77.04,65.65,0.4,1,0
luke-van-rheenen,2006,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
brent-macaffer,2006,RD,MID,18.0,0,0,64.84,292.9,112.82,94.9,52.22,112.82,112.82,1.0,1,0
brent-macaffer,2007,RD,MID,19.0,0,1,64.84,333.9,112.82,94.86,66.85,112.82,112.82,1.0,1,0
brent-macaffer,2008,RD,MID,20.0,0,2,64.84,380.7,103.9,91.12,61.06,103.9,103.9,1.0,1,0
