Player,2026 R24
James Sicily,74
Caiden Cleary,74
Charlie Curnow,74
Tom McCarthy,73
Bayley Fritsch,73
Luke McDonald,73
Shannon Neale,72
Bailey Macdonald,72
Caleb Daniel,72
Tom Hanily,72
Kieren Briggs,72
Campbell Gray,72
James O'Donnell,72
Blake Acres,72
Levi Ashcroft,72
Nicholas Holman,72
Marcus Windhager,72
Joe Richards,71
Hugo Ralphsmith,71
Luke Ryan,71
Jye Caldwell,71
Connor O'Sullivan,71
Callum Wilkie,71
Alex Neal-Bullen,71
Kane McAuliffe,71
Clayton Oliver,70
Jackson Macrae,70
Lewis Young,70
Colby McKercher,70
Jayden Short,69
Elliot Yeo,69
Josh Daicos,69
Jarman Impey,69
Darcy Wilson,69
Joe Berry,68
Adam Cerra,68
Will Green,68
Bailey Williams,67
Thomas Stewart,67
Massimo D'Ambrosio,67
Charlie Spargo,67
Harry Cunningham,66
Joseph Fonti,66
Jake Rogers,66
Stephen Coniglio,66
Jack Williams,66
Angus Sheldrick,65
Mitch McGovern,65
Tobie Travaglia,65
Miles Bergman,65
Max Michalanney,65
Jarrod Berry,64
Samuel Grlj,64
Willem Duursma,64
Aidan Corr,64
Bailey Humphrey,63
Brayden Cook,63
Joshua Weddle,63
Kyle Langford,63
Michael Frederick,63
Cody Weightman,63
Charlie Cameron,63
Tom Cole,63
Sam Wicks,62
Ben King,62
Tom Barrass,62
Darcy Fort,62
Lachlan Schultz,62
Cooper Lord,62
Charlie West,62
Nick Vlastuin,62
Joel Fitzgerald,62
Wade Derksen,62
Billy Frampton,62
Sam Davidson,61
Tom McDonald,61
Ed Langdon,61
Mattaes Phillipou,61
Jack Graham,61
Bradley Close,60
Josh Rachele,60
Ryley Sanders,60
Matt Johnson,59
Josh Treacy,59
Xavier Bamert,59
Dylan Stephens,59
Jacob Wehr,59
Cooper Hynes,59
Luke Kennedy,59
Michael Sellwood,59
Sam De Koning,59
Seth Campbell,58
Mabior Chol,58
Mark O'Connor,58
Sam Clohesy,58
Alex Van Wyk,58
Lachlan Gulbin,58
Cameron Mackenzie,58
Beau McCreery,57
Jack Crisp,57
Tom Lynch,57
Archer Day-Wicks,56
Harvey Thomas,56
Luke Nankervis,56
Matt Cottrell,56
Finn O'Sullivan,56
Tim Membrey,56
Beau Addinsall,56
Tom Sparrow,55
Oscar Allen,55
Zac Banch,55
Josaia Delana,55
Josh Lai,55
Harrison Jones,55
Tom De Koning,55
Wayne Milera,55
Bo Allan,55
Liam O'Connell,55
Mason Cox,54
Harry Dean,54
Harry McKay,53
Ben Jepson,53
Max Gruzewski,53
Harvey Langford,53
Daniel Turner,52
Tobyn Murray,52
Jeremy Howe,52
Peter Wright,52
Patrick Retschko,52
Harrison Himmelberg,52
Max Kondogiannis,51
Jarrod Witts,51
Isaiah Dudley,51
Kye Annand,51
Oliver Hollands,51
Rhett Bazzo,51
Josh Goater,50
Vigo Visentini,50
Charlie Ballard,50
Caleb Windsor,50
Jacob Farrow,50
Ty Gallop,50
Callum Brown,50
Matthew Jefferson,49
Mykelti Lefau,49
Josh Battle,49
Rhys Unwin,48
Corey Durdin,48
Mitch Zadow,48
Jack Dalton,48
Daniel Butler,48
Jay Polkinghorne,48
Harris Andrews,47
Jaxon Artemis,47
Nick Madden,47
Judd McVee,47
Josh Dolan,47
Jake Lever,46
Aaron Cadman,46
Jack Martin,46
Harrison Ramm,45
Talor Byrne,45
Nick Larkey,45
Christian Salem,45
Kai Lohmann,45
Tom Atkins,44
Bailey Banfield,44
Oscar McDonald,44
Ben Miller,43
Cooper Duff-Tytler,43
Karl Amon,43
Steely Green,42
Cooper Trembath,42
Tom Anastasopoulos,42
Darcy Gardiner,42
Ryan Lester,41
Cooper Sharman,41
Xavier O'Halloran,41
Paul Curtis,41
Toby McMullin,41
Dane Rampe,40
Tom Gross,40
Jed Walter,40
Samson Ryan,40
Ryan Gardner,39
Mason Redman,39
Toby Greene,39
Harry Kyle,39
Trent Rivers,38
Dante Visentini,38
James Borlase,38
Conor Stone,38
Jake Waterman,37
Tom McCartin,37
Harry Sharp,37
Jake Soligo,37
Campbell Lake,37
Maurice Rioli,37
Liam Baker,36
Nathan O'Driscoll,36
Isaac Cumming,36
Riley Hamilton,36
Harvey Harrison,35
Ben Long,35
Connor Budarick,35
Jobe Shanahan,35
Wil Dawson,34
Will Hayes,34
Bailey Laurie,33
Noah Answerth,33
Matthew Roberts,32
Todd Marshall,30
Alex Pearce,30
Ethan Read,30
Joel Hamling,30
Jack Darling,30
Judson Clarke,29
Liam Ryan,28
Josh Lindsay,27
Jack Silvagni,27
Jack Henry,27
Chris Scerri,27
Patrick Voss,26
Tom Brown,24
Lachlan Carmichael,23
Liam Puncher,23
Brandon Starcevich,22
Angus Hastie,22
Luke Trainor,22
Daniel McStay,20
Balyn O'Brien,19
Xavier Lindsay,14
Dougal Howard,1
