Player,2026 R21
Blake Acres,44
Seth Campbell,43
Darcy Wilmot,43
Mark Keane,43
Corey Durdin,43
Jack Martin,42
Jack Higgins,42
Harvey Johnston,42
Mykelti Lefau,42
Angus Anderson,42
Matthew Kennedy,42
Tom Blamires,41
Noah Answerth,41
Patrick Voss,41
Blake Howes ,40
Jake Rogers,39
Riley Hamilton,38
Wil Dawson,37
Rhys Unwin,37
Bo Allan,37
Todd Marshall,37
Callum Brown,37
Marcus Windhager,36
Changkuoth Jiath,36
Mattaes Phillipou,36
Harrison Ramm,36
Tom Barrass,36
Brayden Cook,36
Mason Cox,36
Liam Puncher,36
Joel Jeffrey,36
Willem Duursma,35
Harry Morrison,35
Charlie Ballard,35
Jye Amiss,34
Conor McKenna,34
Hugh Boxshall,34
Samson Ryan,34
Sandy Brock,34
Bailey Scott,33
Malcolm Rosas,33
Will Edwards ,33
Charlie West,33
Rhylee West,32
Harry Kyle,32
Levi Ashcroft,31
Alex Pearce,31
Christian Salem,31
Hayden McLean,31
Finn Maginness,30
Matthew Jefferson,30
Nate Caddy,29
Paddy Cross,28
Dylan Patterson,28
Tim Membrey,28
Steele Sidebottom,28
Isaac Kako,27
Logan Morris,26
Jordan Croft,25
Jai Murray,25
Tylar Young,25
Anthony Caminiti,25
Liam Ryan,25
Aidan Schubert,24
Rhett Bazzo,21
Jack Ough,20
Jack Whitlock,20
Max Kondogiannis,20
Sam Cumming ,20
Laitham Vandermeer,19
Bradley Close,17
Ollie Greeves,17
Louis Emmett,14
Christian Moraes,4
