key,name,pk,games,shipped,b0,landed,stage1_storelag_engine,stage2_curve_surface,total,stage2_channel
jesse-motlop,"Jesse Motlop",27,63,110,88,88,-22,0,-22,
max-kondogiannis,"Max Kondogiannis",36,4,564,540,542,-24,2,-22,year_zero_lens
shadeau-brain,"Shadeau Brain",,10,110,88,88,-22,0,-22,
bradley-close,"Bradley Close",8,137,39,18,18,-21,0,-21,
clay-hall,"Clay Hall",38,16,354,336,333,-18,-3,-21,year_zero_lens
corey-durdin,"Corey Durdin",39,76,68,47,47,-21,0,-21,
jack-carroll,"Jack Carroll",43,36,100,79,79,-21,0,-21,
jacob-farrow,"Jacob Farrow",10,11,2666,2680,2687,14,7,21,year_zero_lens
liam-fawcett,"Liam Fawcett",43,7,526,504,505,-22,1,-21,year_zero_lens
bailey-laurie,"Bailey Laurie",23,21,76,56,56,-20,0,-20,
billy-frampton,"Billy Frampton",74,86,67,47,47,-20,0,-20,
dante-visentini,"Dante Visentini",56,20,1227,1244,1247,17,3,20,year_zero_lens
elijah-hewett,"Elijah Hewett",14,39,782,760,762,-22,2,-20,ruled_curve
jade-gresham,"Jade Gresham",18,184,59,40,39,-19,-1,-20,ruled_curve
mykelti-lefau,"Mykelti Lefau",,22,38,18,18,-20,0,-20,
noah-answerth,"Noah Answerth",55,93,32,13,12,-19,-1,-20,ruled_curve
ryan-gardner,"Ryan Gardner",58,55,33,15,13,-18,-2,-20,ruled_curve
samson-ryan,"Samson Ryan",42,27,420,399,400,-21,1,-20,year_zero_lens
jack-bowes,"Jack Bowes",10,149,116,98,97,-18,-1,-19,ruled_curve
mitchell-edwards,"Mitchell Edwards",32,11,2055,2032,2036,-23,4,-19,year_zero_lens
oskar-baker,"Oskar Baker",48,57,33,15,14,-18,-1,-19,ruled_curve
zac-banch,"Zac Banch",2,6,48,29,29,-19,0,-19,
bobby-hill,"Bobby Hill",24,102,47,29,29,-18,0,-18,
maurice-rioli-1,"Maurice Rioli",53,56,46,28,28,-18,0,-18,
sam-lalor,"Sam Lalor",1,18,4102,4110,4120,8,10,18,year_zero_lens
changkuoth-jiath,"Changkuoth Jiath",,84,31,14,14,-17,0,-17,
dyson-sharp,"Dyson Sharp",13,6,2621,2597,2604,-24,7,-17,year_zero_lens
ed-richards,"Ed Richards",16,160,3845,3852,3862,7,10,17,ruled_curve
harrison-coe,"Harrison Coe",8,0,167,149,150,-18,1,-17,year_zero_lens
alex-pearce,"Alex Pearce",37,148,39,24,23,-15,-1,-16,ruled_curve
jake-kolodjashnij,"Jake Kolodjashnij",41,205,38,23,22,-15,-1,-16,ruled_curve
jaxon-artemis,"Jaxon Artemis",1,0,358,341,342,-17,1,-16,year_zero_lens
jeremy-sharp,"Jeremy Sharp",27,62,77,60,61,-17,1,-16,ruled_curve
paddy-cross,"Paddy Cross",,7,36,20,20,-16,0,-16,
darcy-gardiner,"Darcy Gardiner",22,189,48,33,33,-15,0,-15,
joel-hamling,"Joel Hamling",41,108,33,19,18,-14,-1,-15,ruled_curve
nicholas-martin,"Nicholas Martin",,83,3573,3578,3588,5,10,15,pool_levels
sam-switkowski,"Sam Switkowski",72,117,25,10,10,-15,0,-15,
sam-wicks,"Sam Wicks",,100,27,12,12,-15,0,-15,
aidan-corr,"Aidan Corr",18,178,52,38,38,-14,0,-14,
andy-moniz-wakefield,"Andy Moniz-Wakefield",,8,44,30,30,-14,0,-14,
james-blanck,"James Blanck",14,24,36,22,22,-14,0,-14,
jamie-elliott,"Jamie Elliott",39,230,33,20,19,-13,-1,-14,ruled_curve
laitham-vandermeer,"Laitham Vandermeer",37,88,33,20,19,-13,-1,-14,ruled_curve
liam-o-connell,"Liam O'Connell",,12,42,28,28,-14,0,-14,
ben-mckay,"Ben McKay",21,115,48,35,35,-13,0,-13,
josh-dolan,"Josh Dolan",31,15,501,487,488,-14,1,-13,year_zero_lens
jy-farrar,"Jy Farrar",59,44,24,11,11,-13,0,-13,
nicholas-holman,"Nicholas Holman",49,149,27,15,14,-12,-1,-13,ruled_curve
tom-cochrane,"Tom Cochrane",5,4,270,256,257,-14,1,-13,year_zero_lens
will-lewis,"Will Lewis",,9,16,29,29,13,0,13,
balyn-o-brien,"Balyn O'Brien",,0,349,337,337,-12,0,-12,
charlie-spargo,"Charlie Spargo",29,116,38,26,26,-12,0,-12,
finn-maginness,"Finn Maginness",29,63,38,26,26,-12,0,-12,
jack-hutchinson,"Jack Hutchinson",3,25,39,27,27,-12,0,-12,
lachlan-blakiston,"Lachlan Blakiston",12,24,20,8,8,-12,0,-12,
malcolm-rosas,"Malcolm Rosas",14,60,32,20,20,-12,0,-12,
mark-o-connor,"Mark O'Connor",,158,20,8,8,-12,0,-12,
rhys-stanley,"Rhys Stanley",47,230,40,29,28,-11,-1,-12,ruled_curve
conor-stone,"Conor Stone",15,23,87,77,76,-10,-1,-11,year_zero_lens
harry-charleson,"Harry Charleson",3,0,284,273,273,-11,0,-11,
hugo-ralphsmith,"Hugo Ralphsmith",45,67,45,34,34,-11,0,-11,
indy-cotton,"Indy Cotton",,0,287,275,276,-12,1,-11,year_zero_lens
jackson-mead,"Jackson Mead",25,67,40,29,29,-11,0,-11,
jacob-newton,"Jacob Newton",8,5,224,213,213,-11,0,-11,
jacob-wehr,"Jacob Wehr",61,49,25,16,14,-9,-2,-11,ruled_curve
jamie-cripps,"Jamie Cripps",26,277,39,28,28,-11,0,-11,
lennox-hoffman,"Lennox Hoffman",66,0,284,273,273,-11,0,-11,
leo-lombard,"Leo Lombard",9,16,1603,1610,1614,7,4,11,year_zero_lens
paddy-dow,"Paddy Dow",3,83,169,159,158,-10,-1,-11,ruled_curve
timothy-english,"Timothy English",19,162,3776,3776,3787,0,11,11,ruled_curve
ben-murphy,"Ben Murphy",,0,286,275,276,-11,1,-10,year_zero_lens
harry-o-farrell,"Harry O'Farrell",40,6,932,940,942,8,2,10,year_zero_lens
jordon-butts,"Jordon Butts",17,93,17,7,7,-10,0,-10,
keighton-matofai-forbes,"Keighton Matofai-Forbes",69,0,284,273,274,-11,1,-10,year_zero_lens
kobe-mcdonald,"Kobe McDonald",,0,286,275,276,-11,1,-10,year_zero_lens
steele-sidebottom,"Steele Sidebottom",11,365,106,97,96,-9,-1,-10,ruled_curve
callum-coleman-jones,"Callum Coleman-Jones",20,36,48,39,39,-9,0,-9,
eric-hipwood,"Eric Hipwood",14,200,51,43,42,-8,-1,-9,ruled_curve
hunter-clark,"Hunter Clark",7,114,57,48,48,-9,0,-9,
lachlan-mcneil,"Lachlan McNeil",6,81,26,17,17,-9,0,-9,
roan-steele,"Roan Steele",7,17,22,13,13,-9,0,-9,
toby-pink,"Toby Pink",34,37,17,8,8,-9,0,-9,
bailey-scott,"Bailey Scott",49,113,31,24,23,-7,-1,-8,ruled_curve
darragh-joyce,"Darragh Joyce",,26,13,5,5,-8,0,-8,
ewan-mackinlay,"Ewan Mackinlay",10,13,47,39,39,-8,0,-8,
harry-rowston,"Harry Rowston",16,21,644,634,636,-10,2,-8,year_zero_lens
luke-beecken,"Luke Beecken",16,1,21,13,13,-8,0,-8,
mani-liddy,"Mani Liddy",15,9,30,22,22,-8,0,-8,
matt-duffy,"Matt Duffy",,0,160,152,152,-8,0,-8,
xavier-walsh,"Xavier Walsh",6,0,263,271,271,8,0,8,
brody-mihocek,"Brody Mihocek",14,168,11,4,4,-7,0,-7,
jack-watkins,"Jack Watkins",3,9,9,2,2,-7,0,-7,
jed-walter,"Jed Walter",3,37,1174,1164,1167,-10,3,-7,ruled_curve
lachlan-weller,"Lachlan Weller",14,171,81,75,74,-6,-1,-7,ruled_curve
liam-ryan,"Liam Ryan",26,133,31,25,24,-6,-1,-7,ruled_curve
luke-mcdonald,"Luke McDonald",8,230,55,49,48,-6,-1,-7,ruled_curve
mark-blicavs,"Mark Blicavs",,305,10,3,3,-7,0,-7,
matt-guelfi,"Matt Guelfi",75,124,19,11,12,-8,1,-7,pool_levels
nicholas-coffield,"Nicholas Coffield",8,70,55,49,48,-6,-1,-7,ruled_curve
saad-el-hawli,"Saad El-Hawli",13,15,19,12,12,-7,0,-7,
wil-parker,"Wil Parker",,14,27,20,20,-7,0,-7,
bailey-banfield,"Bailey Banfield",3,118,13,7,7,-6,0,-6,
cillian-burke,"Cillian Burke",,0,91,85,85,-6,0,-6,
conor-mckenna,"Conor McKenna",,135,9,3,3,-6,0,-6,
eamonn-armstrong,"Eamonn Armstrong",,0,185,178,179,-7,1,-6,year_zero_lens
harry-schoenberg,"Harry Schoenberg",24,67,56,52,50,-4,-2,-6,ruled_curve
jack-henderson,"Jack Henderson",,5,7,1,1,-6,0,-6,
liam-puncher,"Liam Puncher",15,0,102,108,108,6,0,6,
lincoln-mccarthy,"Lincoln McCarthy",73,159,25,19,19,-6,0,-6,
matthew-jefferson,"Matthew Jefferson",15,14,499,491,493,-8,2,-6,year_zero_lens
nathan-broad,"Nathan Broad",65,182,10,4,4,-6,0,-6,
ben-long,"Ben Long",25,146,33,29,28,-4,-1,-5,ruled_curve
chayce-jones,"Chayce Jones",9,100,53,49,48,-4,-1,-5,ruled_curve
cillian-bourke,"Cillian Bourke",,0,325,320,320,-5,0,-5,
jordan-boyd,"Jordan Boyd",17,40,7,2,2,-5,0,-5,
oisin-mullin,"Oisin Mullin",,56,10,5,5,-5,0,-5,
ben-jepson,"Ben Jepson",,3,10,6,6,-4,0,-4,
daniel-butler,"Daniel Butler",65,157,21,17,17,-4,0,-4,
hugo-garcia,"Hugo Garcia",50,39,3038,3034,3042,-4,8,4,ruled_curve
isaac-cumming,"Isaac Cumming",20,114,44,41,40,-3,-1,-4,ruled_curve
jake-melksham,"Jake Melksham",10,251,53,50,49,-3,-1,-4,ruled_curve
josh-ward,"Josh Ward",7,79,2749,2739,2745,-10,6,-4,ruled_curve
aaron-cadman,"Aaron Cadman",1,67,1876,1874,1879,-2,5,3,ruled_curve
flynn-perez,"Flynn Perez",,28,10,7,7,-3,0,-3,
jack-martin,"Jack Martin",3,175,104,107,107,3,0,3,
josh-goater,"Josh Goater",22,12,96,94,93,-2,-1,-3,year_zero_lens
logan-morris,"Logan Morris",31,57,3158,3153,3161,-5,8,3,ruled_curve
rob-monahan,"Rob Monahan",,0,176,173,173,-3,0,-3,
taylor-goad,"Taylor Goad",20,1,1034,1030,1031,-4,1,-3,year_zero_lens
tom-lynch-1,"Tom Lynch",11,243,53,50,50,-3,0,-3,
brandon-starcevich,"Brandon Starcevich",18,133,43,42,41,-1,-1,-2,ruled_curve
flynn-young,"Flynn Young",4,10,11,9,9,-2,0,-2,
harvey-langford,"Harvey Langford",6,35,2470,2461,2468,-9,7,-2,ruled_curve
lachlan-carmichael,"Lachlan Carmichael",21,0,577,582,579,5,-3,2,year_zero_lens
mason-cox,"Mason Cox",,146,2,0,0,-2,0,-2,
sam-davidson,"Sam Davidson",51,28,82,86,80,4,-6,-2,year_zero_lens
zak-evans,"Zak Evans",,0,4,2,2,-2,0,-2,
dane-rampe,"Dane Rampe",23,280,2,1,1,-1,0,-1,
darcy-wilson,"Darcy Wilson",18,53,3407,3400,3408,-7,8,1,ruled_curve
harry-cunningham,"Harry Cunningham",,227,1,0,0,-1,0,-1,
jed-bews,"Jed Bews",77,175,34,33,33,-1,0,-1,
lachie-sullivan,"Lachie Sullivan",,25,1,0,0,-1,0,-1,
matt-owies,"Matt Owies",,91,1,0,0,-1,0,-1,
zac-walker,"Zac Walker",11,0,264,264,265,0,1,1,year_zero_lens
finlay-macrae,"Finlay Macrae",20,21,110,111,110,1,-1,0,year_zero_lens
liam-stocker,"Liam Stocker",19,92,41,41,41,0,0,0,
