surface,cell,position,draft_age,rising_steps_1_64_BEFORE,rising_steps_1_64_AFTER,rising_steps_full_grid_BEFORE,rising_steps_full_grid_AFTER,v0_pick1_BEFORE,v0_pick1_AFTER,v0_pick64_BEFORE,v0_pick64_AFTER
_surfN,KPD|24,KPD,24,6,0,32,0,2494.93,2494.93,217.42,217.42
_surfN,KPD|25,KPD,25,5,0,31,0,2494.93,2494.93,216.29,216.29
_surfN,KPD|26,KPD,26,3,0,29,0,2494.93,2494.93,213.85,213.85
_surfN,KPD|27,KPD,27,2,0,28,0,2494.93,2494.93,210.32,210.32
_surfN,KPD|28,KPD,28,2,0,28,0,2494.95,2494.95,206.92,206.92
_surfN,KPD|29,KPD,29,3,0,29,0,2494.95,2505.94,204.33,204.33
_surfN,KPD|30,KPD,30,3,0,29,0,2508.4,2512.67,202.55,202.55
_surfN,KPF|19,KPF,19,9,0,35,0,2149.14,2225.13,148.57,148.57
_surfN,KPF|20,KPF,20,9,0,35,0,2149.14,2225.21,158.37,158.37
_surfN,KPF|21,KPF,21,9,0,35,0,2149.14,2225.26,159.51,159.51
_surfN,KPF|22,KPF,22,11,0,37,0,2149.14,2225.29,140.1,140.1
_surfN,KPF|23,KPF,23,11,0,37,0,2149.14,2225.31,132.13,132.13
_surfN,KPF|24,KPF,24,7,0,33,0,2149.14,2225.32,130.98,130.98
_surfN,KPF|25,KPF,25,6,0,32,0,2149.14,2225.33,131.47,131.47
_surfN,KPF|26,KPF,26,7,0,33,0,2149.14,2225.33,132.17,132.17
_surfN,KPF|27,KPF,27,7,0,33,0,2149.14,2225.34,132.73,132.73
_surfN,KPF|28,KPF,28,6,0,32,0,2149.18,2225.42,133.12,133.12
_surfN,KPF|29,KPF,29,7,0,33,0,2163.65,2242.39,133.38,133.38
_surfN,KPF|30,KPF,30,7,0,33,0,2241.72,2308.02,133.55,133.55
_surfN,MID|19,MID,19,2,0,28,0,3494.67,3494.67,241.1,241.1
_surfN,MID|20,MID,20,2,0,28,0,3502.15,3502.15,244.29,244.29
_surfN,MID|21,MID,21,2,0,28,0,3507.26,3507.26,241.68,241.68
_surfN,MID|22,MID,22,2,0,28,0,3510.63,3510.63,227.78,227.78
_surfN,MID|23,MID,23,2,0,28,0,3512.81,3512.81,215.32,215.32
_surfN,MID|24,MID,24,2,0,28,0,3514.22,3514.22,212.48,212.48
_surfN,MID|25,MID,25,2,0,28,0,3515.13,3515.13,213.17,213.17
_surfN,MID|26,MID,26,2,0,28,0,3515.71,3515.71,213.72,213.72
_surfN,MID|27,MID,27,2,0,28,0,3516.08,3516.08,213.96,213.96
_surfN,MID|28,MID,28,2,0,28,0,3516.28,3516.28,214.05,214.05
_surfN,MID|29,MID,29,2,0,28,0,3532.72,3532.72,214.08,214.08
_surfN,MID|30,MID,30,2,0,28,0,3538.33,3538.33,214.08,214.08
_surfN,SD|19,SD,19,6,0,32,0,2278.39,2375.97,155.25,155.25
_surfN,SD|20,SD,20,6,0,32,0,2278.39,2376.02,152.45,152.45
_surfN,SD|21,SD,21,6,0,32,0,2278.39,2376.05,142.87,142.87
_surfN,SD|22,SD,22,7,0,33,0,2278.39,2376.07,138.19,138.19
_surfN,SD|23,SD,23,8,0,34,0,2278.39,2376.08,144.72,144.72
_surfN,SD|24,SD,24,7,0,33,0,2278.39,2376.09,149.92,149.92
_surfN,SD|25,SD,25,6,0,32,0,2278.39,2376.09,149.49,149.49
_surfN,SD|26,SD,26,7,0,33,0,2278.39,2376.09,146.75,146.75
_surfN,SD|27,SD,27,7,0,33,0,2278.39,2376.08,144.83,144.83
_surfN,SD|28,SD,28,6,0,32,0,2278.42,2376.17,143.88,143.88
_surfN,SD|29,SD,29,6,0,32,0,2278.21,2379.32,143.46,143.46
_surfN,SD|30,SD,30,6,0,32,0,2314.06,2374.57,143.27,143.27
_surfN,SF|19,SF,19,5,0,31,0,2281.75,2403.07,158.27,158.27
_surfN,SF|20,SF,20,3,0,29,0,2286.16,2406.39,157.27,157.27
_surfN,SF|21,SF,21,3,0,29,0,2291.13,2409.55,152.66,152.66
_surfN,SF|22,SF,22,3,0,29,0,2295.22,2412.0,143.84,143.84
_surfN,SF|23,SF,23,3,0,29,0,2298.18,2413.73,138.13,138.13
_surfN,SF|24,SF,24,3,0,29,0,2300.21,2414.91,137.61,137.61
_surfN,SF|25,SF,25,5,0,31,0,2301.56,2415.68,143.97,143.97
_surfN,SF|26,SF,26,5,0,31,0,2302.44,2416.18,150.65,150.65
_surfN,SF|27,SF,27,5,0,31,0,2303.01,2416.51,153.5,153.5
_surfN,SF|28,SF,28,3,0,29,0,2303.42,2416.72,154.78,154.78
_surfN,SF|29,SF,29,5,0,31,0,2311.12,2425.9,155.52,155.52
_surfN,SF|30,SF,30,5,0,31,0,2363.37,2434.71,155.98,155.98
_surfR,RUCK|19,RUCK,19,5,0,31,0,3491.5,3636.39,260.29,260.29
_surfR,RUCK|20,RUCK,20,5,0,31,0,3491.5,3636.39,264.27,264.27
_surfR,RUCK|21,RUCK,21,5,0,31,0,3491.5,3636.39,265.15,265.15
_surfR,RUCK|22,RUCK,22,5,0,31,0,3491.5,3636.39,262.24,262.24
_surfR,RUCK|23,RUCK,23,5,0,31,0,3491.5,3636.39,260.72,260.72
_surfR,RUCK|24,RUCK,24,5,0,31,0,3491.5,3636.39,259.87,259.87
_surfR,RUCK|25,RUCK,25,5,0,31,0,3491.5,3636.39,259.3,259.3
_surfR,RUCK|26,RUCK,26,5,0,31,0,3491.5,3636.39,258.91,258.91
_surfR,RUCK|27,RUCK,27,5,0,31,0,3491.5,3636.39,258.64,258.64
_surfR,RUCK|28,RUCK,28,5,0,31,0,3491.5,3636.38,258.47,258.47
_surfR,RUCK|29,RUCK,29,4,0,30,0,3488.04,3634.13,258.36,258.36
_surfR,RUCK|30,RUCK,30,4,0,30,0,3515.25,3603.94,258.28,258.28
